Agency Name,Profile URL,Website URL,Description,City,State,Employee Count,Min Project Size,Average Rating,Review Count,Industry Focus,Clients List,Common Project Size,Client Size Distribution
The Summit Group,https://themanifest.com/company/summit-group,https://www.summitslc.com/,"The Summit Group is a Salt Lake City, Utah-based advertising company. The midsize firm was founded in 1981. Their team provides advertising, digital strategy, marketing strategy, social media marketing, and more.","Salt Lake City, UT",UT,'50 - 249,Undisclosed,,,,,,
"Nelson Schmidt, Inc.",https://themanifest.com/company/nelson-schmidt,https://www.nelsonschmidt.com/,"Advertising company Nelson Schmidt, Inc. Was established in 1971. Their small team is located in Milwaukee, Wisconsin. Their services include advertising, branding, marketing strategy, market research, and more.","Milwaukee, WI",WI,'10 - 49,Undisclosed,,,,,,
Brick City Greenhouse,https://themanifest.com/company/brick-city-greenhouse,http://www.brickcitygreenhouse.com/,"Brick City Greenhouse is a branding agency. Their small team is located in Newark, New Jersey and provides branding, advertising, and marketing strategy. The company was founded in 2015.","Newark, NJ",NJ,'10 - 49,Undisclosed,,,,,,
Missing Piece Group,https://themanifest.com/company/missing-piece-group,http://www.missingpiecegroup.com/,"Missing Piece Group, a small public relations company, is headquartered in Newark, New Jersey. Their services include public relations, advertising, digital strategy, and other marketing.","Newark, NJ",NJ,'10 - 49,Undisclosed,,,,,,
Meridian Group,https://themanifest.com/company/meridian-group,https://www.themeridiangroup.com/,"Meridian Group is an advertising company. Their small team is based in Virginia Beach, Virginia. Their team specializes in advertising, digital strategy, public relations, social media marketing, and more.","Virginia Beach, VA",VA,'10 - 49,Undisclosed,,,,,,
Alma Agency,https://themanifest.com/company/alma-agency,http://almaad.com/,"Alma Agency is a marketing strategy company. They are located in Miami, Florida and have a midsize team. Their services include marketing strategy, branding, advertising, and market research. The agency was launched in 1994.","Miami, FL",FL,'250 - 999,Undisclosed,,,,,,
Synergy,https://themanifest.com/company/synergy-0,http://www.synergyevents.com/,"Synergy is an event marketing & planning company founded in 1992. The small Neptune City, New Jersey-based team provides event marketing & planning, advertising, branding, and marketing strategy.","Neptune City, NJ",NJ,'10 - 49,Undisclosed,,,,,,
Beuerman Miller Fitzgerald,https://themanifest.com/company/beuerman-miller-fitzgerald,http://www.bmfcomms.com/,"Beuerman Miller Fitzgerald is a New Orleans, Louisiana-based advertising company. The small team offers advertising, digital strategy, marketing strategy, public relations, and more and was founded in 1926.","New Orleans, LA",LA,'10 - 49,Undisclosed,,,,,,
Tripp Co. Creative,https://themanifest.com/company/tripp-co-creative,http://trippco.net/,"Established in 2007, Tripp Co. Creative is an advertising company. Their small team is located in Edwardsville, Illinois. Their team specializes in advertising, branding, marketing strategy, graphic design, and more.","Edwardsville, IL",IL,'2 - 9,Undisclosed,,,,,,
NFM+Dymun,https://themanifest.com/company/nfmdymun,http://nfmdymun.com/#main,"NFM+Dymun is an advertising company. Launched in 1987, the small firm is headquartered in Pittsburgh, Pennsylvania. Their services include advertising, branding, digital strategy, public relations, and more.","Pittsburgh, PA",PA,'10 - 49,Undisclosed,,,,,,
Strauss Media Strategies,https://themanifest.com/company/strauss-media-strategies,https://www.straussmedia.com/,"Founded in 1996, Strauss Media Strategies is a public relations firm. The small Washington, District of Columbia-based team provides public relations, social media marketing, advertising, and broadcast video.","Washington, DC",DC,'10 - 49,Undisclosed,,,,,,
Albright Ideas,https://themanifest.com/company/albright-ideas,http://albrightideas.net/,"Advertising company Albright Ideas is located in Little Rock, Arkansas. They specialize in advertising, digital strategy, social media marketing, graphic design, and more and were established in 1988.","Little Rock, AR",AR,'10 - 49,Undisclosed,,,,,,
CJRW,https://themanifest.com/company/cjrw,http://www.cjrw.com/,"CJRW, a midsize advertising company, is based in North Little Rock, Arkansas. Established in 1961, the team provides advertising, digital strategy, public relations, branding, and more.","North Little Rock, AR",AR,'50 - 249,Undisclosed,,,,,,
Ron Sherman Advertising,https://themanifest.com/company/ron-sherman-advertising,https://ronshermanproductions.com/,"Ron Sherman Advertising is an advertising company. Their small team is in Little Rock, Arkansas. Their team focuses on advertising, digital strategy, direct marketing, media planning & buying, and more.","Little Rock, AR",AR,'10 - 49,Undisclosed,,,,,,
Nicholson Agency,https://themanifest.com/company/nicholson-agency,http://www.thenicholsonagency.com/,"Nicholson Agency is a small advertising company. Located in Little Rock, Arkansas, the firm was launched in 1986. Their services include advertising, branding, digital strategy, event marketing & planning, and more.","Little Rock, AR",AR,'2 - 9,Undisclosed,,,,,,
Littlefield Agency,https://themanifest.com/company/littlefield-agency,https://littlefieldagency.com/,"Littlefield Agency is an advertising company located in Tulsa, Oklahoma. The small company was launched in 1980. Their services include advertising, AR/VR development, digital strategy, market research, and more.","Tulsa, OK",OK,'10 - 49,"$5,000+",,,,,,
Durée & Company,https://themanifest.com/company/dur-e-company,https://dureeandcompany.com/,"Durée & Company is a public relations agency. Launched in 1999, the small company is headquartered in Fort Lauderdale, Florida. Their services include public relations, marketing strategy, content marketing, social media marketing, and more.","Fort Lauderdale, FL",FL,'10 - 49,Undisclosed,,,,,,
Fog & Apple,https://themanifest.com/company/fog-apple,https://www.fogandapple.com/,"Fog & Apple is an advertising company located in New York, New York. They focus on advertising, branding, email marketing, public relations, and more and were founded in 2016.","New York, NY",NY,'2 - 9,Undisclosed,,,,,,
Bradford MKTG,https://themanifest.com/company/bradford-mktg,https://bradfordmktg.com,"Bradford MKTG, a direct marketing company, is in Tulsa, Oklahoma. The small team specializes in direct marketing, advertising, branding, IT strategy consulting, and more and was established in 2012.","Tulsa, OK",OK,'2 - 9,"$5,000+",,,,,,
Germinder + Associates,https://themanifest.com/company/germinder-associates,http://www.germinder.com/,"Germinder + Associates is a small New York, New York-based public relations company. Established in 1998, the team provides public relations, advertising, marketing strategy, and social media marketing.","New York, NY",NY,'2 - 9,Undisclosed,,,,,,
Cubic Creative Agency,https://themanifest.com/company/cubic-creative-agency,http://www.cubiccreative.com,"Cubic Creative Agency is a small advertising company. The Tulsa, Oklahoma-based company was established in 2003. Their team specializes in advertising, branding, ux/ui design, graphic design, and more.","Tulsa, OK",OK,'10 - 49,"$5,000+",,,,,,
Redhead Labs,https://themanifest.com/company/redhead-labs,https://redheadlabs.com,"Advertising company Redhead Labs was founded in 2007. The small Tulsa, Oklahoma-based team specializes in advertising, branding, e-commerce development, graphic design, and more.","Tulsa, OK",OK,'2 - 9,"$5,000+",,,,,,
Signal Group DC,https://themanifest.com/company/signal-group-dc,https://signaldc.com/,"Signal Group DC, a PR agency, is based in Washington, District of Columbia. The midsize company was founded in 2001. Their team focuses on public relations, advertising, digital strategy, and social media marketing.","Washington, DC",DC,'50 - 249,Undisclosed,,,,,,
The Waite Company,https://themanifest.com/company/waite-company,http://waitecompany.com/,"Established in 2012, The Waite Company is a public relations agency. They are located in Albuquerque, New Mexico and have a small team. Their services include public relations, advertising, marketing strategy, and social media marketing.","Albuquerque, NM",NM,'10 - 49,Undisclosed,,,,,,
Axoni,https://themanifest.com/company/axoni,https://axoni.com/,"Axoni, an advertising company, was launched in 2015. The company offers advertising, BI & big data consulting & SI, IT strategy consulting, and marketing strategy and has a midsize team.","New York, NY",NY,'50 - 249,Undisclosed,,,,,,
Vibrant Creative,https://themanifest.com/company/vibrant-creative,https://vibrantcompany.com/,"Located in Oneonta, New York, Vibrant Creative is a branding firm. The small company was founded in 2002. Their services include branding, marketing strategy, graphic design, advertising, and more.","Oneonta, NY",NY,'10 - 49,Undisclosed,,,,,,
Mother New York,https://themanifest.com/company/mother-new-york-0,https://www.motherusa.com/,"Mother New York is a midsize advertising company. They specialize in advertising, web design, graphic design, and marketing strategy and were launched in 1996.","New York, NY",NY,'50 - 249,Undisclosed,,,,,,
The One Club for Creativity,https://themanifest.com/company/one-club-creativity,https://www.oneclub.org/,"The One Club for Creativity is a graphic design company headquartered in New York, New York. The midsize team focuses on graphic design, advertising, and marketing strategy and was founded in 1975.","New York, NY",NY,'50 - 249,Undisclosed,,,,,,
Ignition,https://themanifest.com/company/ignition,http://ignitioncreative.com/,"Advertising company Ignition was established in 2003. Located in Los Angeles, California, their midsize team provides advertising, branding, print design, and video production.","Los Angeles, CA",CA,'250 - 999,Undisclosed,,,,,,
Mako Consultants Inc,https://themanifest.com/company/mako-consultants,https://makoconsultantsinc.org/,"Advertising company Mako Consultants Inc was launched in 2016. The small Birmingham, Alabama-based team offers advertising, digital strategy, marketing strategy, market research, and more.","Birmingham, AL",AL,'10 - 49,Undisclosed,,,,,,
EKC PR,https://themanifest.com/company/ekc-pr,http://ekcpr.com,"Public relations firm EKC PR was founded in 1990. In Beverly Hills, California, their small team focuses on public relations, advertising, and branding.","Beverly Hills, CA",CA,'2 - 9,Undisclosed,,,,,,
Red Light Public Relations,https://themanifest.com/company/red-light-public-relations,http://redlightpr.com/,"Red Light Public Relations, a PR firm, is based in Los Angeles, California. The small company was launched in 2002. Their services include public relations, advertising, and digital strategy.","Los Angeles, CA",CA,'10 - 49,Undisclosed,,,,,,
